id,pA,pB,pTie
30192,0.5658552,0.22573832,0.20840651
96401,0.36678326,0.32180688,0.31140986
587904,0.1974155,0.55545473,0.24712984
1404102,0.45134774,0.23654735,0.31210497
1440765,0.10797227,0.7652824,0.12674525
1639617,0.43365905,0.3320511,0.23428984
1827787,0.25013846,0.2822281,0.46763334
2912862,0.30410853,0.3401303,0.35576123
3254113,0.5118667,0.24730983,0.24082357
3475655,0.25863773,0.27954227,0.46181998
3622781,0.34735414,0.36608794,0.28655788
3773792,0.47752804,0.26610056,0.25637144
4356730,0.60289836,0.17790833,0.21919328
4790276,0.28685513,0.40804553,0.3050993
5498037,0.37117746,0.36911717,0.2597053
5879089,0.16856094,0.57653415,0.25490487
6394907,0.7603908,0.1145744,0.12503475
7311145,0.22776124,0.37809724,0.3941415
7324219,0.49514753,0.2618337,0.24301878
7417163,0.2883133,0.36995727,0.34172937
7591373,0.14584622,0.13178703,0.7223668
8173595,0.12575766,0.719332,0.15491039
8322953,0.18953316,0.33442402,0.47604284
8627100,0.25330344,0.22291024,0.5237863
8942841,0.14886495,0.66138875,0.18974629
9059535,0.3103298,0.36665803,0.3230122
9198128,0.7606815,0.09793381,0.14138463
9473040,0.29753214,0.2872653,0.41520256
9558869,0.24995768,0.49654222,0.25350013
9601406,0.39207622,0.32184955,0.28607422
9785707,0.35937446,0.3747635,0.26586205
10038573,0.13776585,0.13805392,0.7241803
10604421,0.18003793,0.6425218,0.17744023
10993520,0.37132075,0.39160806,0.23707122
11841984,0.295108,0.23421033,0.47068167
11953413,0.38874575,0.37637627,0.23487803
11955851,0.3109025,0.39199036,0.29710716
14493470,0.2661564,0.5287365,0.20510721
15816190,0.58313286,0.21420869,0.20265841
16350735,0.12775062,0.7267802,0.14546923
16461522,0.34731245,0.3347337,0.31795385
16503078,0.092732795,0.09459596,0.8126712
16748032,0.3206092,0.38207445,0.29731643
17434002,0.367583,0.34378368,0.28863338
17441805,0.124766074,0.7306962,0.1445377
17448643,0.4224623,0.30630437,0.27123332
17786813,0.35967305,0.3082511,0.3320758
18120046,0.2771478,0.47289506,0.24995714
18240359,0.09593845,0.10600745,0.79805404
18667468,0.12916264,0.14071071,0.7301267
19153923,0.25955325,0.5295208,0.210926
19298357,0.4084132,0.35529754,0.23628923
19855179,0.19695747,0.18884867,0.6141939
20092364,0.24027923,0.43517062,0.32455012
20960602,0.21137722,0.5559031,0.23271973
22030556,0.10130911,0.095900826,0.8027901
22224316,0.44368896,0.29102266,0.26528838
22287709,0.26888278,0.3410161,0.3901011
22383280,0.6289474,0.18094935,0.19010337
23626873,0.49308768,0.20916936,0.29774287
24244682,0.545716,0.22548316,0.22880082
24250539,0.44265282,0.3182465,0.23910065
24298976,0.2489225,0.4540382,0.29703927
25523100,0.33352324,0.35506296,0.3114138
25545380,0.37693074,0.38848898,0.2345803
26269482,0.37075907,0.27514046,0.3541004
26425483,0.20434095,0.48168036,0.31397867
26535266,0.29547548,0.38688833,0.31763616
26786929,0.61783177,0.15556201,0.22660628
26910129,0.26951352,0.35600588,0.37448063
26977623,0.28449526,0.35099292,0.36451188
27698358,0.37528148,0.24494512,0.3797734
27758122,0.30994833,0.41788024,0.27217153
27806049,0.3801742,0.31196725,0.30785856
28683800,0.37007108,0.36057723,0.2693516
28813930,0.33893952,0.3250718,0.3359887
29105374,0.33098516,0.3884155,0.2805993
29409951,0.54807574,0.22913638,0.22278795
30116192,0.25636205,0.40188867,0.3417493
30309090,0.39632758,0.34571692,0.2579555
31520138,0.30936226,0.33175546,0.35888228
31731551,0.21605267,0.36037153,0.42357582
31735386,0.51807606,0.23784737,0.24407652
31764032,0.27695647,0.27686846,0.44617507
32175659,0.36485186,0.32437968,0.3107685
32347214,0.21423084,0.5443378,0.24143133
32619509,0.40032905,0.32673764,0.27293327
32734944,0.31143817,0.4166444,0.27191752
32935133,0.31222588,0.37709934,0.3106747
33061116,0.0946483,0.075607784,0.8297439
33161531,0.43899858,0.3055437,0.2554578
33861741,0.3489107,0.3572442,0.29384512
33944248,0.3619494,0.3782612,0.25978938
34135285,0.35414562,0.28516066,0.3606937
34137502,0.57125056,0.23730901,0.19144039
34348633,0.20616738,0.21127722,0.58255535
34649448,0.3217347,0.44249874,0.23576659
34934612,0.09233909,0.09408582,0.813575
34946957,0.18559162,0.6203797,0.19402863
35322214,0.3818813,0.37214792,0.24597077
36278274,0.805981,0.076107785,0.11791119
36358064,0.13379106,0.7034871,0.16272181
36797344,0.5932274,0.21593136,0.19084133
37132737,0.14625174,0.6928198,0.16092844
39480682,0.2793755,0.42447588,0.29614854
39506411,0.34282184,0.32863238,0.3285458
39539705,0.72753924,0.10504046,0.16742033
39773882,0.21871777,0.5292691,0.25201318
40175065,0.28559345,0.4135008,0.30090573
40277037,0.37253654,0.3636524,0.26381108
40594907,0.48257738,0.23818311,0.27923945
41306206,0.32070127,0.31216055,0.36713824
41401699,0.30034322,0.31256607,0.3870907
42422183,0.31608784,0.41028595,0.27362624
42441079,0.30370927,0.31261042,0.38368037
42733901,0.27796075,0.38472593,0.33731332
43053669,0.40145501,0.3118382,0.28670678
43245275,0.32432798,0.25887713,0.41679487
44341326,0.1966268,0.5665428,0.23683041
44685153,0.5234695,0.25848258,0.21804787
44801794,0.29134685,0.3842957,0.32435745
45239136,0.39007297,0.33111218,0.2788149
45527285,0.40798655,0.29760906,0.29440442
46626014,0.33356485,0.34802163,0.3184136
47717262,0.3330144,0.36600924,0.30097646
47768118,0.2490269,0.4276824,0.32329077
47769825,0.5641041,0.20405966,0.23183623
47979246,0.21007638,0.56897247,0.22095113
48179205,0.46682733,0.30420285,0.22896977
48242477,0.5093175,0.25534022,0.2353422
48642438,0.122544736,0.72998726,0.14746799
48675796,0.18031332,0.33200428,0.48768243
48942865,0.12204379,0.7165626,0.16139361
49213656,0.22247419,0.23990214,0.5376237
49697314,0.22912395,0.30808115,0.46279487
49883581,0.19641726,0.569978,0.23360473
49947138,0.119788684,0.7093,0.17091134
49977065,0.12808846,0.7275762,0.14433533
52088968,0.27269807,0.28695014,0.44035178
52893105,0.36969444,0.30363247,0.32667306
53443545,0.14778571,0.629143,0.22307135
53517536,0.09878017,0.10056925,0.80065066
53759321,0.4499634,0.27290946,0.27712715
54081918,0.3064496,0.29411668,0.3994337
54330510,0.37476823,0.34009972,0.28513202
54706172,0.31268188,0.4373276,0.24999046
55173888,0.24427104,0.5070446,0.24868433
55608506,0.09705347,0.10394618,0.79900044
56391994,0.19815093,0.24192116,0.5599279
56446540,0.22130774,0.20160365,0.5770886
56494128,0.30982912,0.19140019,0.49877077
56591099,0.79175884,0.08460257,0.12363857
56810430,0.2716814,0.46567014,0.2626484
56874306,0.105799735,0.77047485,0.12372547
57310751,0.69561106,0.15397619,0.15041278
57581451,0.3268145,0.37469202,0.2984935
58200921,0.3086902,0.36821422,0.3230956
58949044,0.3745238,0.28309897,0.34237716
59247765,0.40083417,0.29032555,0.30884025
59404456,0.25788882,0.35253534,0.38957584
60193558,0.5127315,0.18587492,0.30139354
60214197,0.30878434,0.34371597,0.34749973
60373227,0.0637265,0.8486217,0.087651774
60772243,0.22978534,0.509089,0.26112565
61303490,0.5268146,0.25156507,0.22162032
61314766,0.28571343,0.4361326,0.27815387
62220900,0.26200444,0.35135043,0.38664514
62563269,0.45991617,0.2671475,0.27293628
63138580,0.11643375,0.121472284,0.76209396
63699891,0.09136577,0.80143183,0.1072024
64150085,0.30198365,0.3113356,0.38668078
64247839,0.36142138,0.33313683,0.30544183
64571863,0.39674443,0.3370431,0.26621246
64757753,0.39889735,0.30859414,0.2925085
65632389,0.11944943,0.7400238,0.1405268
66507627,0.26762736,0.40062538,0.3317473
66592960,0.27672723,0.2716647,0.451608
67152163,0.5638889,0.20149396,0.23461708
67960801,0.15282324,0.66369635,0.18348037
68043473,0.3544444,0.3535455,0.29201007
69276800,0.3559868,0.36748075,0.27653244
69535182,0.30969158,0.38885963,0.30144882
70264803,0.40501714,0.30149543,0.2934874
70793137,0.53324425,0.23210062,0.23465505
71023956,0.12064324,0.1269469,0.7524099
71699302,0.20381898,0.20294401,0.593237
71802515,0.36151874,0.35241258,0.2860687
71884763,0.34394783,0.3466174,0.30943474
72049246,0.42314392,0.31568104,0.2611751
72140361,0.4276554,0.26852393,0.30382064
72289075,0.7868016,0.09434587,0.118852556
72537032,0.3660774,0.3412568,0.29266578
73144799,0.102048755,0.7815314,0.116419904
74109885,0.3601276,0.33453277,0.3053396
74458627,0.47178674,0.29738563,0.23082764
74492564,0.3114349,0.40330696,0.28525817
76020303,0.33143502,0.34313518,0.3254297
76023415,0.21850944,0.5170153,0.26447526
76071886,0.38976467,0.29871532,0.31151998
76089710,0.39461878,0.37109876,0.23428246
76154249,0.19085044,0.57928926,0.2298603
76189828,0.3506632,0.3131541,0.33618268
76953214,0.35141686,0.32862186,0.31996125
77034664,0.37210217,0.37793264,0.24996513
77100058,0.2979281,0.41119143,0.29088047
77659288,0.33634692,0.31832793,0.3453252
77745064,0.17356816,0.59343296,0.23299895
78153464,0.22053856,0.51511306,0.2643484
78380340,0.49520364,0.23152985,0.27326646
78763720,0.39125916,0.29734918,0.31139165
78804889,0.21066284,0.49262902,0.29670817
79179109,0.26508534,0.30998695,0.42492768
79299896,0.39138576,0.32042006,0.28819412
80279897,0.32196745,0.3522382,0.32579428
80592148,0.32210928,0.35025838,0.32763225
80704803,0.13329087,0.7070259,0.15968327
81700778,0.3068455,0.32002598,0.37312847
81731578,0.27398354,0.4426051,0.28341126
83055200,0.2001183,0.55543745,0.24444428
83451493,0.22000718,0.53966814,0.24032475
84178907,0.58645463,0.18051971,0.2330257
84377416,0.20438719,0.3177023,0.47791055
84389393,0.37727603,0.3141056,0.30861843
84452556,0.62245494,0.17383644,0.20370862
85115442,0.3430947,0.32221588,0.3346894
86275592,0.18640639,0.6009932,0.21260041
86511480,0.28078878,0.2603873,0.45882386
86630949,0.3057001,0.38401803,0.3102819
86935812,0.39450604,0.34015974,0.26533425
87097337,0.5143361,0.27036735,0.21529655
87127901,0.26788023,0.30577993,0.4263398
87490807,0.6556752,0.16969539,0.1746294
87562146,0.11324948,0.74488074,0.14186974
88927863,0.4031018,0.2469382,0.34996
89112337,0.3284075,0.32022217,0.35137036
89633373,0.12967026,0.7098192,0.1605105
91010489,0.39294994,0.37591052,0.23113954
91062197,0.12274256,0.73132735,0.14593004
91392552,0.3483515,0.26060593,0.3910426
91508203,0.25320962,0.37009358,0.3766967
91890530,0.13472253,0.69442767,0.17084976
92465454,0.53708106,0.22243,0.2404889
92862218,0.33553088,0.37151134,0.2929578
93331354,0.37343276,0.28307065,0.34349665
93582394,0.33562234,0.33491457,0.3294631
94166335,0.18038449,0.60421306,0.21540236
94227666,0.42867783,0.2887447,0.28257743
94559008,0.27898672,0.47847062,0.2425427
94675401,0.39322576,0.35331553,0.25345868
94998442,0.4054205,0.31210035,0.28247908
95535957,0.09310218,0.7985805,0.10831727
95896686,0.37446544,0.3300566,0.2954779
96519810,0.432963,0.2968771,0.27016
96861466,0.14127433,0.6408808,0.21784484
96948069,0.11688061,0.11124569,0.7718737
97314374,0.3476198,0.3113695,0.34101075
97569672,0.46045965,0.22971442,0.30982596
97715567,0.6005583,0.18005867,0.21938303
98286543,0.19159709,0.21974072,0.5886622
98518052,0.3079807,0.35560057,0.3364188
98828183,0.4980789,0.27495337,0.22696778
99126847,0.32286638,0.43309382,0.24403979
99141574,0.37037274,0.35861906,0.27100816
99226500,0.55653393,0.24197036,0.20149575
99227288,0.48642245,0.2719983,0.24157934
99815200,0.6133333,0.1918866,0.19478022
100562184,0.15810177,0.16525775,0.67664057
100818951,0.25578758,0.32559806,0.4186143
100925297,0.16498262,0.53063655,0.30438083
